tipo_equipo,tipo_orden,unidad_trabajo,mes,trabajo_real,trabajo
"TEQ-17","CO4","H","2017-06","111.96","128.76"
"TEQ-41","CO4","MIN","2017-06","35.64","35.64"
"","CO7","H","2017-06","19.80","40.00"
"TEQ-43","CO3","H","2017-06","497.56","495.84"
"TEQ-48","CO10","H","2017-06","171.32","177.60"
"TEQ-26","CO2","H","2017-06","410.28","413.84"
"TEQ-46","CO4","H","2017-06","359.12","398.52"
"TEQ-29","CO3","H","2017-06","2219.48","2471.44"
"TEQ-19","CO4","H","2017-06","656.52","692.00"
"TEQ-44","CO3","H","2017-06","306.64","347.92"
"TEQ-21","CO4","H","2017-06","148.12","162.76"
"TEQ-66","CO4","H","2017-06","181.64","192.52"
"TEQ-17","CO3","H","2017-06","1892.12","1955.40"
"TEQ-27","CO10","H","2017-06","107.52","133.16"
"TEQ-51","CO4","H","2017-06","523.88","566.40"
"TEQ-20","CO4","H","2017-06","22.20","27.72"
"TEQ-24","CO4","H","2017-06","323.32","366.88"
"TEQ-27","CO2","H","2017-06","190.08","190.08"
"","CO5","H","2017-06","769.28","860.40"
"TEQ-7","CO5","H","2017-06","167.12","197.64"
"TEQ-70","CO4","H","2017-06","209.92","228.16"
"TEQ-26","CO4","H","2017-06","198.88","207.92"
"TEQ-37","CO10","H","2017-06","1218.28","1501.52"
"TEQ-27","CO4","H","2017-06","94.28","101.40"
"","CO2","H","2017-06","75.24","75.24"
"TEQ-24","CO3","H","2017-06","951.76","1006.60"
"TEQ-34","CO4","H","2017-06","132.72","136.64"
"TEQ-16","CO3","H","2017-06","122.96","191.48"
"TEQ-70","CO2","H","2017-06","3.96","3.96"
"TEQ-49","CO5","H","2017-06","52.76","65.60"
"TEQ-51","CO3","H","2017-06","570.48","625.12"
"TEQ-72","CO8","H","2017-06","0.00","0.00"
"TEQ-21","CO8","H","2017-06","0.00","0.00"
"TEQ-11","CO8","H","2017-06","5.96","4.00"
"TEQ-49","CO8","H","2017-06","0.00","0.00"
"TEQ-46","CO8","H","2017-06","0.00","3.96"
"TEQ-70","CO8","H","2017-06","0.00","0.00"
"TEQ-37","CO4","H","2017-06","750.16","823.96"
"TEQ-28","CO8","H","2017-06","0.00","0.00"
"TEQ-48","CO8","H","2017-06","0.00","0.00"
"TEQ-50","CO2","H","2017-06","498.36","507.24"
"TEQ-45","CO2","H","2017-06","44.76","49.52"
"TEQ-6","CO2","H","2017-06","824.92","814.32"
"TEQ-19","CO2","H","2017-06","836.36","852.96"
"TEQ-31","CO10","H","2017-06","178.40","178.28"
"TEQ-22","CO2","H","2017-06","356.16","370.32"
"TEQ-19","CO10","H","2017-06","247.08","287.96"
"TEQ-37","CO2","H","2017-06","1205.64","1226.40"
"TEQ-51","CO2","H","2017-06","149.76","147.44"
"TEQ-47","CO2","H","2017-06","301.32","308.20"
"TEQ-44","CO2","H","2017-06","472.48","489.72"
"TEQ-62","CO3","H","2017-06","65.76","67.56"
"TEQ-31","CO2","H","2017-06","208.40","228.16"
"TEQ-24","CO2","H","2017-06","403.16","441.56"
"TEQ-77","CO4","H","2017-06","237.20","250.00"
"TEQ-74","CO3","H","2017-06","566.60","797.92"
"TEQ-79","CO4","H","2017-06","140.60","140.60"
"TEQ-17","CO10","H","2017-06","275.60","267.64"
"TEQ-45","CO4","H","2017-06","668.24","683.68"
"TEQ-12","CO10","H","2017-06","252.76","259.72"
"TEQ-47","CO10","H","2017-06","211.40","239.76"
"TEQ-58","CO3","H","2017-06","55.52","55.52"
"TEQ-50","CO4","H","2017-06","480.80","509.76"
"TEQ-21","CO3","H","2017-06","247.44","253.76"
"TEQ-6","CO4","H","2017-06","531.68","548.64"
"TEQ-10","CO4","H","2017-06","120.80","116.88"
"TEQ-77","CO3","H","2017-06","528.44","591.44"
"TEQ-7","CO10","H","2017-06","403.24","482.36"
"TEQ-22","CO4","H","2017-06","301.52","328.40"
"TEQ-7","CO3","H","2017-06","946.76","1031.88"
"TEQ-50","CO3","H","2017-06","524.24","546.60"
"TEQ-21","CO2","H","2017-06","202.76","213.84"
"TEQ-62","CO4","H","2017-06","43.60","45.56"
"TEQ-12","CO3","H","2017-06","378.00","394.56"
"TEQ-21","CO5","H","2017-06","147.64","167.60"
"TEQ-19","CO3","H","2017-06","478.56","498.40"
"TEQ-77","CO10","H","2017-06","899.40","908.64"
"TEQ-12","CO4","H","2017-06","221.84","233.68"
"TEQ-25","CO4","H","2017-06","66.76","75.24"
"TEQ-16","CO10","H","2017-06","19.80","19.80"
"TEQ-50","CO10","H","2017-06","291.24","307.00"
"TEQ-27","CO3","H","2017-06","118.04","146.52"
"TEQ-22","CO10","H","2017-06","232.20","248.00"
"TEQ-74","CO4","H","2017-06","376.64","401.20"
"TEQ-23","CO4","H","2017-06","31.68","31.68"
"TEQ-47","CO3","H","2017-06","614.04","641.88"
"TEQ-62","CO10","H","2017-06","11.88","11.88"
"TEQ-73","CO5","H","2017-06","229.68","240.76"
"TEQ-45","CO3","H","2017-06","319.20","378.28"
"TEQ-22","CO5","H","2017-06","36.44","37.64"
"TEQ-47","CO5","H","2017-06","34.88","47.96"
"TEQ-37","CO5","H","2017-06","108.92","155.36"
"TEQ-12","CO5","H","2017-06","56.52","65.40"
"TEQ-22","CO3","H","2017-06","382.80","484.68"
"TEQ-77","CO5","H","2017-06","50.52","57.84"
"TEQ-50","CO5","H","2017-06","46.76","55.44"
"TEQ-31","CO5","H","2017-06","19.12","19.12"
"TEQ-7","CO9","H","2017-06","11.88","11.88"
"TEQ-58","CO5","H","2017-06","7.92","7.92"
"TEQ-29","CO5","H","2017-06","164.84","222.28"
"TEQ-1","CO3","H","2017-06","81.68","85.24"
"TEQ-77","CO2","H","2017-06","221.04","218.84"
"TEQ-28","CO5","H","2017-06","175.72","201.08"
"TEQ-54","CO3","H","2017-06","50.32","61.08"
"TEQ-18","CO2","H","2017-06","149.72","166.32"
"TEQ-25","CO3","H","2017-06","156.72","156.72"
"TEQ-1","CO4","H","2017-06","22.60","22.60"
"TEQ-17","CO2","H","2017-06","126.76","156.84"
"TEQ-13","CO10","H","2017-06","103.56","112.24"
"TEQ-3","CO4","H","2017-06","67.32","67.32"
"TEQ-46","CO5","H","2017-06","24.76","27.72"
"TEQ-7","CO3","MIN","2017-06","23.76","23.76"
"TEQ-11","CO4","H","2017-06","74.52","75.68"
"TEQ-2","CO2","H","2017-06","39.60","39.60"
"TEQ-74","CO10","H","2017-06","924.64","2256.04"
"TEQ-54","CO2","H","2017-06","35.64","35.64"
"TEQ-74","CO2","H","2017-06","137.84","142.56"
"TEQ-12","CO2","H","2017-06","105.40","105.00"
"TEQ-28","CO10","H","2017-06","633.08","686.08"
"TEQ-10","CO5","H","2017-06","27.00","27.00"
"TEQ-10","CO3","H","2017-06","114.60","118.56"
"TEQ-45","CO10","H","2017-06","170.48","197.92"
"TEQ-33","CO3","H","2017-06","32.60","39.72"
"TEQ-18","CO5","H","2017-06","179.36","262.92"
"TEQ-38","CO10","H","2017-06","34.36","31.56"
"TEQ-42","CO3","H","2017-06","76.44","91.08"
"TEQ-79","CO3","H","2017-06","43.68","43.68"
"TEQ-63","CO4","H","2017-06","83.16","83.16"
"TEQ-13","CO3","H","2017-06","150.64","159.36"
"TEQ-41","CO3","H","2017-06","42.80","69.32"
"TEQ-44","CO4","H","2017-06","219.96","241.68"
"TEQ-41","CO4","H","2017-06","7.92","7.92"
"TEQ-79","CO5","H","2017-06","30.60","34.56"
"TEQ-34","CO3","H","2017-06","15.12","29.36"
"TEQ-74","CO5","H","2017-06","93.28","113.04"
"TEQ-25","CO10","H","2017-06","60.32","66.68"
"TEQ-62","CO2","H","2017-06","17.84","16.28"
"TEQ-51","CO5","H","2017-06","73.36","83.20"
"TEQ-16","CO4","H","2017-06","6.96","11.88"
"TEQ-29","CO2","MIN","2017-06","15.84","15.84"
"TEQ-43","CO10","H","2017-06","73.88","80.48"
"TEQ-72","CO2","H","2017-06","38.04","38.84"
"TEQ-32","CO5","H","2017-06","0.40","3.96"
"TEQ-20","CO2","H","2017-06","27.72","27.72"
"","CO9","H","2017-06","340.56","340.56"
"TEQ-28","CO2","H","2017-06","85.56","93.08"
"TEQ-47","CO9","H","2017-06","2.00","3.96"
"TEQ-8","CO3","H","2017-06","62.64","70.16"
"TEQ-42","CO10","H","2017-06","35.80","38.28"
"TEQ-16","CO2","H","2017-06","27.72","24.96"
"TEQ-30","CO10","H","2017-06","14.00","14.00"
"TEQ-30","CO3","H","2017-06","32.16","34.12"
"TEQ-64","CO3","H","2017-06","96.04","96.04"
"TEQ-3","CO3","H","2017-06","12.36","12.36"
"TEQ-35","CO3","H","2017-06","27.04","29.04"
"TEQ-35","CO4","H","2017-06","99.00","99.00"
"TEQ-23","CO10","H","2017-06","9.92","9.92"
"TEQ-44","CO5","H","2017-06","34.48","43.56"
"TEQ-71","CO3","H","2017-06","3.96","3.96"
"TEQ-64","CO4","H","2017-06","70.52","73.28"
"TEQ-71","CO10","H","2017-06","5.20","4.00"
"TEQ-63","CO4","MIN","2017-06","3.96","3.96"
"TEQ-32","CO4","MIN","2017-06","15.84","15.84"
"TEQ-79","CO10","H","2017-06","22.36","19.60"
"TEQ-72","CO5","H","2017-06","158.56","177.16"
"TEQ-63","CO3","H","2017-06","47.60","47.60"
"TEQ-73","CO4","MIN","2017-06","7.92","7.92"
"TEQ-35","CO10","H","2017-06","19.04","22.60"
"TEQ-49","CO2","H","2017-06","42.40","42.80"
"TEQ-68","CO2","H","2017-06","17.96","19.92"
"TEQ-7","CO2","MIN","2017-06","7.92","11.88"
"TEQ-3","CO5","H","2017-06","6.00","11.88"
"TEQ-13","CO5","H","2017-06","4.00","6.40"
"TEQ-68","CO8","H","2017-06","0.00","0.00"
"TEQ-42","CO4","H","2017-06","60.72","73.36"
"TEQ-45","CO5","H","2017-06","27.40","27.40"
"TEQ-63","CO2","H","2017-06","15.84","15.84"
"TEQ-54","CO4","H","2017-06","51.48","51.48"
"TEQ-70","CO10","H","2017-06","387.92","491.36"
"TEQ-70","CO5","H","2017-06","200.04","204.00"
"TEQ-66","CO2","H","2017-06","11.92","11.12"
"TEQ-17","CO5","H","2017-06","24.00","26.00"
"TEQ-2","CO3","H","2017-06","51.48","51.48"
"TEQ-46","CO10","H","2017-06","186.32","196.48"
"TEQ-44","CO10","H","2017-06","51.28","53.68"
"TEQ-36","CO3","H","2017-06","11.88","11.88"
"TEQ-24","CO5","H","2017-06","203.28","233.88"
"TEQ-13","CO2","H","2017-06","15.84","11.52"
"TEQ-46","CO2","H","2017-06","43.56","42.00"
"TEQ-6","CO5","H","2017-06","11.88","11.88"
"TEQ-19","CO5","H","2017-06","133.56","158.48"
"TEQ-6","CO2","MIN","2017-06","7.92","7.92"
"TEQ-64","CO10","H","2017-06","24.24","24.24"
"TEQ-59","CO3","H","2017-06","2.00","4.00"
"TEQ-70","CO4","MIN","2017-06","19.80","19.80"
"TEQ-10","CO2","H","2017-06","19.80","19.80"
"TEQ-33","CO4","MIN","2017-06","27.72","35.64"
"TEQ-33","CO9","H","2017-06","31.68","31.68"
"TEQ-35","CO5","H","2017-06","3.96","3.96"
"TEQ-23","CO3","H","2017-06","51.88","51.52"
"TEQ-33","CO10","H","2017-06","62.76","60.80"
"TEQ-3","CO10","H","2017-06","3.96","3.96"
"TEQ-64","CO4","MIN","2017-06","23.76","23.76"
"TEQ-64","CO5","H","2017-06","27.84","27.84"
"TEQ-33","CO5","H","2017-06","53.56","53.56"
"TEQ-33","CO2","H","2017-06","12.28","15.84"
"TEQ-34","CO5","H","2017-06","3.96","3.96"
"TEQ-38","CO5","H","2017-06","2.00","2.00"
"TEQ-1","CO10","H","2017-06","25.80","25.80"
"TEQ-71","CO4","MIN","2017-06","59.40","59.40"
"TEQ-63","CO10","H","2017-06","7.60","7.60"
"TEQ-13","CO4","MIN","2017-06","15.84","15.84"
"TEQ-65","CO3","H","2017-06","19.84","35.64"
"TEQ-34","CO10","H","2017-06","2.00","2.00"
"TEQ-54","CO10","H","2017-06","31.68","31.68"
"TEQ-25","CO5","H","2017-06","2.00","2.00"
"TEQ-41","CO10","H","2017-06","5.96","5.96"
"TEQ-78","CO3","H","2017-06","20.60","23.76"
"TEQ-38","CO4","MIN","2017-06","3.96","3.96"
"TEQ-43","CO5","H","2017-06","2.00","2.00"
"TEQ-25","CO4","MIN","2017-06","7.92","7.92"
"TEQ-8","CO10","H","2017-06","39.80","37.80"
"TEQ-78","CO4","H","2017-06","6.36","15.84"
"TEQ-8","CO4","H","2017-06","15.84","15.84"
"TEQ-32","CO4","H","2017-06","118.80","118.80"
"TEQ-2","CO4","H","2017-06","32.52","35.28"
"TEQ-38","CO4","H","2017-06","11.88","7.92"
"TEQ-45","CO5","MIN","2017-06","19.80","19.80"
"TEQ-45","CO10","MIN","2017-06","83.16","83.16"
"TEQ-28","CO10","MIN","2017-06","277.60","308.88"
"TEQ-28","CO3","MIN","2017-06","43.56","43.56"
"TEQ-10","CO10","MIN","2017-06","43.56","43.56"
"TEQ-18","CO10","MIN","2017-06","183.36","229.68"
"TEQ-78","CO10","H","2017-06","23.76","23.76"
"TEQ-48","CO2","H","2017-06","23.76","23.76"
"TEQ-74","CO10","MIN","2017-06","261.36","316.80"
"TEQ-74","CO3","MIN","2017-06","134.64","146.52"
"TEQ-74","CO5","MIN","2017-06","15.84","15.84"
"TEQ-10","CO4","MIN","2017-06","59.40","67.32"
"TEQ-43","CO2","H","2017-06","13.48","13.48"
"TEQ-34","CO4","MIN","2017-06","7.92","7.92"
"TEQ-30","CO10","MIN","2017-06","11.88","11.88"
"TEQ-79","CO10","MIN","2017-06","11.88","11.88"
"TEQ-33","CO10","MIN","2017-06","19.80","23.76"
"TEQ-43","CO10","MIN","2017-06","59.40","63.36"
"TEQ-5","CO4","H","2017-06","13.92","13.92"
"TEQ-46","CO4","MIN","2017-06","7.92","7.92"
"TEQ-41","CO10","MIN","2017-06","15.84","15.84"
"TEQ-68","CO9","H","2017-06","0.40","4.36"
"TEQ-24","CO2","MIN","2017-06","3.96","3.96"
"TEQ-11","CO4","MIN","2017-06","7.92","7.92"
"TEQ-30","CO4","MIN","2017-06","3.96","3.96"
"TEQ-40","CO3","H","2017-06","0.00","0.00"
"TEQ-17","CO9","H","2017-06","3.96","3.96"
"TEQ-36","CO4","H","2017-06","3.96","3.96"
"TEQ-58","CO4","MIN","2017-06","3.96","7.92"
"TEQ-1","CO4","MIN","2017-06","3.96","3.96"
"TEQ-13","CO10","MIN","2017-06","106.92","106.92"
"TEQ-34","CO10","MIN","2017-06","3.96","3.96"
"TEQ-18","CO9","H","2017-06","3.96","3.96"
"TEQ-18","CO3","MIN","2017-06","166.32","198.00"
"TEQ-1","CO10","MIN","2017-06","11.88","11.88"
"TEQ-72","CO9","H","2017-06","0.40","0.40"
"TEQ-32","CO10","H","2017-06","5.60","5.60"
"TEQ-29","CO9","H","2017-06","1.20","3.96"
"TEQ-37","CO9","H","2017-06","5.16","7.92"
"TEQ-19","CO2","MIN","2017-06","3.96","3.96"
"TEQ-11","CO2","H","2017-06","3.96","2.00"
"TEQ-75","CO4","H","2017-06","3.96","3.96"
"TEQ-73","CO8","H","2017-06","3.96","7.92"
"TEQ-30","CO2","H","2017-06","3.96","3.96"
"TEQ-27","CO9","H","2017-06","0.00","0.00"
"TEQ-8","CO2","H","2017-06","11.88","13.08"
"TEQ-19","CO10","MIN","2017-06","55.44","55.44"
"TEQ-11","CO10","MIN","2017-06","23.76","35.64"
"TEQ-18","CO5","MIN","2017-06","55.44","55.44"
"TEQ-41","CO2","H","2017-06","11.88","11.88"
"TEQ-45","CO3","MIN","2017-06","83.16","83.16"
"","CO10","MIN","2017-06","21.84","35.64"
"TEQ-76","CO3","H","2017-06","35.64","34.12"
"TEQ-43","CO3","MIN","2017-06","35.64","35.64"
"TEQ-25","CO10","MIN","2017-06","7.92","7.92"
"TEQ-32","CO10","MIN","2017-06","3.96","3.96"
"TEQ-10","CO3","MIN","2017-06","11.88","11.88"
"TEQ-38","CO10","MIN","2017-06","7.92","7.92"
"TEQ-66","CO10","MIN","2017-06","3.96","3.96"
"TEQ-11","CO10","H","2017-06","43.56","43.60"
"TEQ-23","CO10","MIN","2017-06","7.92","7.92"
"TEQ-1","CO3","MIN","2017-06","27.72","27.72"
"TEQ-19","CO3","MIN","2017-06","7.92","7.92"
"TEQ-19","CO5","MIN","2017-06","11.88","11.88"
"TEQ-32","CO3","MIN","2017-06","7.92","7.92"
"TEQ-28","CO5","MIN","2017-06","7.92","7.92"
"TEQ-76","CO3","MIN","2017-06","3.96","3.96"
"TEQ-25","CO3","MIN","2017-06","11.88","11.88"
"","CO4","MIN","2017-06","19.80","19.80"
"TEQ-70","CO3","MIN","2017-06","15.84","15.84"
"TEQ-79","CO3","MIN","2017-06","3.96","3.96"
"TEQ-34","CO5","MIN","2017-06","11.88","11.88"
"TEQ-8","CO3","MIN","2017-06","7.92","7.92"
"TEQ-51","CO5","MIN","2017-06","3.96","3.96"
"TEQ-13","CO5","MIN","2017-06","7.92","7.92"
"TEQ-35","CO5","MIN","2017-06","19.80","19.80"
"TEQ-25","CO5","MIN","2017-06","7.92","7.92"
"TEQ-13","CO3","MIN","2017-06","19.80","19.80"
"TEQ-25","CO2","H","2017-06","3.96","3.96"
"TEQ-47","CO10","MIN","2017-06","3.96","3.96"
"TEQ-50","CO3","MIN","2017-06","2.80","7.92"
"TEQ-41","CO3","MIN","2017-06","7.92","7.92"
"TEQ-34","CO3","MIN","2017-06","7.92","7.92"
"TEQ-51","CO3","MIN","2017-06","3.96","3.96"
"TEQ-71","CO4","H","2017-06","0.00","0.00"
"TEQ-79","CO2","H","2017-06","5.96","4.00"
"TEQ-48","CO9","H","2017-06","3.96","3.96"
"TEQ-73","CO10","H","2017-05","1118.36","1121.84"
"TEQ-28","CO3","H","2017-05","1132.60","1477.56"
"","CO3","H","2017-05","5557.84","6609.24"
"TEQ-37","CO10","H","2017-05","1397.16","1539.12"
"TEQ-17","CO3","H","2017-05","3548.96","3893.04"
"TEQ-44","CO10","H","2017-05","95.92","123.08"
"TEQ-43","CO3","H","2017-05","681.40","810.92"
"TEQ-3","CO5","H","2017-05","3.96","3.96"
"TEQ-25","CO4","H","2017-05","89.52","101.00"
"","CO4","H","2017-05","1512.20","1585.60"
"TEQ-28","CO5","H","2017-05","142.80","142.84"
"TEQ-25","CO10","H","2017-05","64.32","72.24"
"TEQ-6","CO4","H","2017-05","368.24","386.60"
"TEQ-68","CO5","H","2017-05","293.08","302.00"
"TEQ-18","CO4","H","2017-05","2587.84","3043.12"
"TEQ-72","CO3","H","2017-05","2552.32","2631.12"
"TEQ-44","CO3","H","2017-05","649.40","740.84"
"","CO5","H","2017-05","521.88","665.12"
"TEQ-73","CO3","H","2017-05","1821.16","1836.24"
"TEQ-10","CO10","H","2017-05","168.68","171.96"
"TEQ-45","CO3","H","2017-05","554.72","575.48"
"TEQ-18","CO2","H","2017-05","289.96","322.76"
"TEQ-68","CO4","H","2017-05","633.56","680.56"
"TEQ-28","CO4","H","2017-05","1067.64","1154.64"
"TEQ-13","CO3","H","2017-05","285.12","336.92"
"TEQ-33","CO4","H","2017-05","143.36","146.52"
"TEQ-54","CO3","H","2017-05","19.88","29.36"
"TEQ-73","CO4","H","2017-05","659.92","702.96"
"TEQ-10","CO3","H","2017-05","186.92","248.68"
"TEQ-13","CO10","H","2017-05","152.76","160.88"
"TEQ-10","CO4","H","2017-05","333.12","345.76"
"TEQ-79","CO4","H","2017-05","152.88","164.36"
"TEQ-45","CO4","H","2017-05","619.20","659.40"
"TEQ-3","CO4","H","2017-05","86.76","95.04"
"","CO10","H","2017-05","2630.40","2999.88"
"TEQ-19","CO3","H","2017-05","686.20","780.68"
"TEQ-29","CO3","H","2017-05","3151.16","4011.92"
"TEQ-28","CO3","MIN","2017-05","590.04","613.80"
"TEQ-35","CO4","H","2017-05","80.84","95.04"
"TEQ-23","CO3","H","2017-05","71.36","74.12"
"TEQ-48","CO3","H","2017-05","1046.52","1074.20"
"TEQ-6","CO2","H","2017-05","502.00","501.68"
"TEQ-25","CO3","H","2017-05","92.12","93.28"
"TEQ-18","CO10","H","2017-05","3140.64","3266.64"
"TEQ-64","CO3","H","2017-05","114.08","114.04"
"TEQ-72","CO4","H","2017-05","592.76","595.88"
"TEQ-43","CO4","H","2017-05","159.32","175.48"
"TEQ-28","CO10","H","2017-05","1411.20","1403.32"
"TEQ-79","CO3","H","2017-05","121.08","115.20"
"TEQ-28","CO5","MIN","2017-05","59.40","59.40"
"TEQ-18","CO3","MIN","2017-05","566.28","570.24"
"TEQ-13","CO4","H","2017-05","322.68","360.36"
"TEQ-38","CO10","H","2017-05","102.44","89.88"
"TEQ-62","CO4","H","2017-05","32.68","35.64"
"TEQ-72","CO2","H","2017-05","43.96","47.92"
"TEQ-49","CO4","H","2017-05","674.36","679.88"
"TEQ-45","CO5","H","2017-05","60.48","60.84"
"TEQ-50","CO10","H","2017-05","430.60","458.12"
"TEQ-29","CO4","H","2017-05","2117.56","2509.16"
"TEQ-63","CO4","H","2017-05","115.28","124.76"
"TEQ-30","CO4","H","2017-05","70.52","87.12"
"TEQ-74","CO4","H","2017-05","488.72","627.72"
"TEQ-68","CO3","H","2017-05","1522.56","1613.96"
"TEQ-24","CO3","H","2017-05","1458.68","1641.36"
"TEQ-70","CO4","H","2017-05","204.80","213.52"
"TEQ-48","CO4","H","2017-05","1535.92","1569.28"
"TEQ-37","CO4","H","2017-05","734.44","783.40"
"TEQ-7","CO4","H","2017-05","1072.88","1215.76"
"TEQ-29","CO5","H","2017-05","394.28","455.00"
"TEQ-30","CO3","H","2017-05","119.40","471.72"
"TEQ-37","CO3","H","2017-05","4319.68","4996.28"
"TEQ-50","CO3","H","2017-05","883.80","994.80"
"TEQ-18","CO9","H","2017-05","27.72","31.68"
"TEQ-73","CO5","H","2017-05","322.84","326.16"
"TEQ-41","CO5","H","2017-05","15.08","27.72"
"TEQ-18","CO5","MIN","2017-05","114.84","138.60"
"TEQ-70","CO5","H","2017-05","204.00","213.88"
"TEQ-24","CO10","H","2017-05","1297.64","1670.44"
"TEQ-3","CO3","H","2017-05","40.20","37.44"
"TEQ-23","CO10","H","2017-05","54.76","54.36"
"TEQ-29","CO2","H","2017-05","857.80","854.64"
"TEQ-27","CO4","H","2017-05","109.04","122.88"
"TEQ-44","CO5","H","2017-05","86.16","95.04"
"TEQ-66","CO5","H","2017-05","134.60","170.44"
"TEQ-12","CO3","H","2017-05","632.88","753.52"
"TEQ-66","CO3","H","2017-05","980.56","1185.84"
"TEQ-18","CO3","H","2017-05","1431.80","1524.52"
"TEQ-48","CO5","H","2017-05","82.44","89.24"
"TEQ-70","CO3","H","2017-05","550.12","584.36"
"TEQ-38","CO3","H","2017-05","106.28","118.16"
"TEQ-43","CO10","H","2017-05","158.72","149.72"
"TEQ-21","CO2","H","2017-05","233.64","239.60"
"TEQ-29","CO10","H","2017-05","2119.44","2447.92"
"TEQ-22","CO4","H","2017-05","283.48","344.76"
"TEQ-77","CO3","H","2017-05","865.48","967.96"
"TEQ-21","CO4","H","2017-05","271.72","279.24"
"TEQ-6","CO3","H","2017-05","523.64","550.20"
"TEQ-2","CO5","H","2017-05","8.92","11.88"
"TEQ-77","CO2","H","2017-05","289.16","295.08"
"TEQ-46","CO3","H","2017-05","500.00","546.88"
"TEQ-16","CO10","H","2017-05","39.60","39.60"
"TEQ-24","CO2","H","2017-05","542.20","619.00"
"TEQ-74","CO3","MIN","2017-05","380.16","380.16"
"TEQ-45","CO10","H","2017-05","306.44","302.48"
"TEQ-74","CO10","MIN","2017-05","380.16","399.96"
"TEQ-63","CO3","H","2017-05","71.48","71.48"
"TEQ-12","CO10","H","2017-05","278.40","305.12"
"TEQ-68","CO10","H","2017-05","1001.68","1067.04"
"TEQ-46","CO4","H","2017-05","303.88","346.56"
"TEQ-51","CO3","H","2017-05","923.80","1022.96"
"TEQ-7","CO3","H","2017-05","1950.08","2115.28"
"TEQ-74","CO10","H","2017-05","1286.44","1274.44"
"TEQ-11","CO4","H","2017-05","64.60","63.04"
"TEQ-77","CO10","H","2017-05","1814.04","1836.64"
"TEQ-17","CO10","H","2017-05","350.08","321.96"
"TEQ-62","CO2","H","2017-05","11.88","11.88"
"TEQ-47","CO10","H","2017-05","463.48","472.12"
"TEQ-47","CO4","H","2017-05","306.88","338.12"
"TEQ-46","CO8","H","2017-05","3.96","3.96"
"TEQ-8","CO10","H","2017-05","60.36","58.40"
"TEQ-8","CO3","H","2017-05","104.24","107.40"
"TEQ-33","CO10","H","2017-05","74.84","69.32"
"TEQ-79","CO10","H","2017-05","74.40","75.00"
"TEQ-19","CO4","H","2017-05","544.68","607.24"
"TEQ-37","CO2","H","2017-05","574.88","581.56"
"TEQ-1","CO3","H","2017-05","131.28","143.92"
"TEQ-70","CO10","H","2017-05","788.36","797.52"
"TEQ-24","CO4","H","2017-05","366.44","403.24"
"TEQ-31","CO2","H","2017-05","258.68","264.64"
"TEQ-33","CO3","H","2017-05","36.96","36.96"
"TEQ-50","CO4","H","2017-05","285.60","340.72"
"TEQ-11","CO3","H","2017-05","109.04","118.96"
"TEQ-30","CO10","H","2017-05","20.40","20.40"
"TEQ-68","CO2","H","2017-05","28.16","30.12"
"TEQ-31","CO4","H","2017-05","296.24","356.48"
"TEQ-26","CO4","H","2017-05","249.52","249.52"
"TEQ-49","CO2","H","2017-05","27.72","27.72"
"TEQ-6","CO10","H","2017-05","170.00","224.76"
"TEQ-36","CO3","H","2017-05","35.64","35.64"
"TEQ-51","CO4","H","2017-05","544.72","599.76"
"TEQ-77","CO4","H","2017-05","137.84","162.52"
"TEQ-19","CO10","H","2017-05","524.36","549.80"
"TEQ-22","CO10","H","2017-05","477.48","534.44"
"TEQ-19","CO2","H","2017-05","399.08","425.16"
"TEQ-51","CO10","H","2017-05","659.44","1053.92"
"TEQ-46","CO10","H","2017-05","554.08","572.72"
"TEQ-7","CO5","H","2017-05","188.84","199.40"
"TEQ-47","CO3","H","2017-05","1082.72","1217.24"
"TEQ-27","CO3","H","2017-05","219.80","241.56"
"TEQ-35","CO10","H","2017-05","75.08","75.08"
"TEQ-26","CO2","H","2017-05","194.84","205.92"
"TEQ-33","CO5","H","2017-05","25.80","23.84"
"TEQ-31","CO3","H","2017-05","1431.60","1939.84"
"TEQ-27","CO2","H","2017-05","273.24","273.24"
"TEQ-72","CO9","H","2017-05","3.96","3.96"
"TEQ-44","CO4","H","2017-05","399.92","414.88"
"TEQ-66","CO4","H","2017-05","207.20","211.56"
"TEQ-18","CO4","MIN","2017-05","281.16","289.08"
"TEQ-11","CO8","H","2017-05","46.56","68.16"
"","CO7","H","2017-05","27.72","40.04"
"TEQ-12","CO2","H","2017-05","141.92","146.64"
"TEQ-12","CO4","H","2017-05","294.76","335.52"
"TEQ-20","CO2","H","2017-05","3.96","3.96"
"TEQ-50","CO2","H","2017-05","195.72","198.08"
"TEQ-13","CO9","H","2017-05","0.00","0.00"
"TEQ-5","CO4","H","2017-05","0.00","0.00"
"TEQ-32","CO3","H","2017-05","120.80","120.80"
"TEQ-22","CO2","H","2017-05","181.44","181.44"
"TEQ-34","CO4","H","2017-05","138.64","154.44"
"TEQ-8","CO4","H","2017-05","31.68","31.68"
"TEQ-74","CO4","MIN","2017-05","182.16","182.16"
"TEQ-28","CO4","MIN","2017-05","205.92","209.88"
"TEQ-50","CO5","H","2017-05","51.48","63.36"
"TEQ-31","CO10","H","2017-05","297.28","412.92"
"TEQ-49","CO10","H","2017-05","866.72","863.56"
"TEQ-42","CO3","H","2017-05","142.56","146.52"
"TEQ-77","CO5","H","2017-05","169.96","170.76"
"TEQ-22","CO3","H","2017-05","1196.88","1329.32"
