tipo_equipo,tipo_orden,unidad_trabajo,mes,trabajo_real,trabajo
"TEQ-45","CO3","H","2019-06","3.96","7.92"
"TEQ-43","CO10","H","2019-06","13.52","29.36"
"TEQ-54","CO10","H","2019-06","3.96","3.96"
"TEQ-25","CO10","H","2019-06","3.96","3.96"
"TEQ-63","CO10","H","2019-06","7.92","7.92"
"TEQ-28","CO10","H","2019-06","3.96","3.96"
"TEQ-24","CO3","H","2019-06","9.56","180.64"
"TEQ-31","CO4","H","2019-06","4.36","7.92"
"TEQ-21","CO4","H","2019-06","23.76","23.76"
"TEQ-49","CO4","H","2019-06","67.32","67.32"
"TEQ-18","CO2","H","2019-06","7.92","7.92"
"TEQ-27","CO4","H","2019-06","7.92","7.92"
"TEQ-66","CO3","H","2019-06","135.56","144.64"
"TEQ-49","CO3","H","2019-06","91.16","100.32"
"TEQ-70","CO4","H","2019-06","47.52","51.48"
"TEQ-32","CO3","H","2019-06","0.00","23.76"
"TEQ-74","CO3","H","2019-06","7.16","9.16"
"TEQ-51","CO10","H","2019-06","0.00","7.92"
"TEQ-31","CO3","H","2019-06","0.00","3.96"
"TEQ-29","CO3","H","2019-06","55.08","617.40"
"TEQ-74","CO5","H","2019-06","3.96","3.96"
"","CO5","H","2019-06","7.92","7.92"
"TEQ-35","CO10","H","2019-06","3.96","3.96"
"TEQ-50","CO4","H","2019-06","2.40","11.88"
"TEQ-21","CO3","H","2019-06","3.96","3.96"
"TEQ-37","CO5","H","2019-06","4.76","7.92"
"TEQ-47","CO4","H","2019-06","0.00","0.00"
"TEQ-7","CO10","H","2019-06","29.76","29.76"
"TEQ-22","CO3","H","2019-06","30.12","61.80"
"TEQ-7","CO5","H","2019-06","1.20","1.20"
"TEQ-70","CO10","H","2019-06","42.40","49.52"
"TEQ-22","CO10","H","2019-06","3.96","3.96"
"TEQ-20","CO3","H","2019-06","3.96","3.96"
"TEQ-50","CO3","H","2019-06","3.96","15.84"
"TEQ-72","CO5","H","2019-06","16.40","41.32"
"TEQ-70","CO3","H","2019-06","55.60","55.60"
"TEQ-72","CO3","H","2019-06","107.32","113.20"
"TEQ-68","CO3","H","2019-06","359.64","381.72"
"TEQ-46","CO5","H","2019-06","7.92","7.92"
"TEQ-66","CO5","H","2019-06","23.84","41.64"
"TEQ-72","CO10","H","2019-06","595.32","595.32"
"TEQ-68","CO10","H","2019-06","260.64","260.64"
"TEQ-66","CO10","H","2019-06","100.80","100.80"
"TEQ-49","CO10","H","2019-06","62.00","62.00"
"TEQ-68","CO5","H","2019-06","9.92","27.72"
"","CO10","H","2019-06","190.08","190.08"
"TEQ-72","CO2","H","2019-06","39.60","39.60"
"TEQ-73","CO3","H","2019-06","64.96","68.52"
"TEQ-48","CO4","H","2019-06","85.16","85.16"
"TEQ-73","CO5","H","2019-06","31.68","31.68"
"TEQ-17","CO3","H","2019-06","0.00","83.16"
"TEQ-70","CO6","H","2019-06","3.96","3.96"
"","CO7","H","2019-06","11.88","11.88"
"TEQ-72","CO4","H","2019-06","27.72","27.72"
"TEQ-68","CO9","H","2019-06","3.96","3.96"
"TEQ-46","CO8","H","2019-06","0.00","0.00"
"TEQ-48","CO6","H","2019-06","3.96","3.96"
"TEQ-49","CO8","H","2019-06","0.00","0.00"
"TEQ-68","CO6","H","2019-06","0.00","0.00"
"TEQ-73","CO6","H","2019-06","0.00","0.00"
"TEQ-46","CO4","H","2019-06","16.24","16.24"
"TEQ-69","CO4","H","2019-06","0.00","0.00"
"TEQ-70","CO2","H","2019-06","0.00","0.00"
"TEQ-48","CO2","H","2019-06","0.00","0.00"
"TEQ-73","CO10","H","2019-06","0.00","0.00"
"TEQ-48","CO3","H","2019-06","3.96","3.96"
"TEQ-49","CO6","H","2019-06","3.96","3.96"
"","CO6","H","2019-06","0.00","0.00"
"TEQ-72","CO6","H","2019-06","3.96","3.96"
"TEQ-48","CO8","H","2019-06","0.00","0.00"
"","CO8","H","2019-06","0.00","0.00"
"TEQ-73","CO8","H","2019-06","0.00","0.00"
"TEQ-29","CO4","H","2019-05","325.92","886.36"
"TEQ-18","CO4","H","2019-05","1293.64","1764.80"
"TEQ-19","CO9","H","2019-05","15.88","39.60"
"TEQ-37","CO4","H","2019-05","677.00","1179.00"
"TEQ-44","CO4","H","2019-05","179.20","240.04"
"TEQ-31","CO4","H","2019-05","44.76","88.32"
"TEQ-6","CO4","H","2019-05","405.00","1028.72"
"TEQ-6","CO3","H","2019-05","1375.24","1565.56"
"TEQ-19","CO3","H","2019-05","598.80","1427.32"
"TEQ-2","CO4","H","2019-05","9.92","176.24"
"TEQ-46","CO4","H","2019-05","609.96","748.88"
"TEQ-70","CO4","H","2019-05","227.88","303.52"
"TEQ-47","CO2","H","2019-05","37.12","44.48"
"TEQ-7","CO3","H","2019-05","4699.08","4887.12"
"TEQ-19","CO10","H","2019-05","387.72","416.24"
"TEQ-6","CO10","H","2019-05","1827.04","1834.96"
"TEQ-17","CO3","H","2019-05","271.44","290.84"
"TEQ-17","CO4","H","2019-05","38.64","87.12"
"TEQ-7","CO4","H","2019-05","602.92","1153.20"
"TEQ-50","CO4","H","2019-05","180.68","324.00"
"TEQ-12","CO4","H","2019-05","144.88","253.16"
"TEQ-24","CO4","H","2019-05","128.36","222.60"
"TEQ-51","CO4","H","2019-05","239.76","702.16"
"TEQ-7","CO10","H","2019-05","2255.60","2282.92"
"TEQ-77","CO3","H","2019-05","1407.68","1508.24"
"TEQ-77","CO10","H","2019-05","1847.68","1890.68"
"TEQ-12","CO10","H","2019-05","847.16","863.36"
"TEQ-77","CO4","H","2019-05","232.20","324.04"
"TEQ-20","CO3","H","2019-05","0.00","43.56"
"TEQ-19","CO4","H","2019-05","299.08","759.60"
"TEQ-50","CO10","H","2019-05","877.80","875.48"
"TEQ-7","CO9","H","2019-05","8.32","34.08"
"TEQ-40","CO3","H","2019-05","3.96","3.96"
"TEQ-22","CO4","H","2019-05","202.48","298.72"
"","CO4","H","2019-05","577.08","800.16"
"TEQ-16","CO4","H","2019-05","15.84","19.80"
"TEQ-47","CO3","H","2019-05","1744.96","1876.16"
"TEQ-47","CO4","H","2019-05","330.28","486.04"
"TEQ-24","CO3","H","2019-05","760.72","857.16"
"TEQ-51","CO3","H","2019-05","1193.96","1426.88"
"TEQ-20","CO4","H","2019-05","0.80","40.40"
"","CO10","H","2019-05","1877.04","2537.28"
"TEQ-46","CO9","H","2019-05","3.96","11.88"
"TEQ-37","CO3","H","2019-05","8658.16","8898.80"
"TEQ-50","CO3","H","2019-05","1267.84","1345.60"
"TEQ-6","CO2","H","2019-05","173.52","225.96"
"TEQ-29","CO5","H","2019-05","301.20","304.04"
"TEQ-12","CO3","H","2019-05","929.08","992.68"
"TEQ-31","CO3","H","2019-05","764.52","807.80"
"TEQ-29","CO3","H","2019-05","1416.24","1864.52"
"TEQ-47","CO10","H","2019-05","961.64","969.96"
"TEQ-37","CO10","H","2019-05","2251.32","2306.36"
"TEQ-29","CO10","H","2019-05","1032.92","1105.52"
"TEQ-51","CO10","H","2019-05","1006.52","1027.64"
"TEQ-22","CO3","H","2019-05","1375.68","1457.44"
"TEQ-7","CO5","H","2019-05","332.60","353.20"
"TEQ-16","CO3","H","2019-05","382.20","390.12"
"TEQ-40","CO4","H","2019-05","15.84","15.84"
"TEQ-46","CO3","H","2019-05","818.16","4963.84"
"TEQ-24","CO10","H","2019-05","522.96","537.00"
"TEQ-37","CO5","H","2019-05","219.72","245.60"
"TEQ-19","CO3","MIN","2019-05","15.84","31.68"
"TEQ-47","CO5","H","2019-05","194.52","204.84"
"","CO7","H","2019-05","129.80","278.44"
"TEQ-24","CO5","H","2019-05","43.56","41.60"
"TEQ-17","CO2","H","2019-05","3.96","8.76"
"TEQ-77","CO2","H","2019-05","88.44","91.60"
"TEQ-73","CO4","H","2019-05","381.24","964.84"
"TEQ-19","CO5","H","2019-05","173.80","182.96"
"TEQ-19","CO2","H","2019-05","184.88","201.56"
"TEQ-77","CO5","H","2019-05","152.40","158.52"
"TEQ-70","CO5","H","2019-05","481.04","571.60"
"TEQ-6","CO5","H","2019-05","173.28","184.00"
"TEQ-12","CO5","H","2019-05","137.48","130.92"
"TEQ-37","CO2","H","2019-05","166.80","201.36"
"TEQ-22","CO10","H","2019-05","1174.72","1214.16"
"TEQ-22","CO2","H","2019-05","45.80","50.40"
"TEQ-31","CO5","H","2019-05","29.20","33.16"
"TEQ-46","CO2","H","2019-05","11.88","11.88"
"TEQ-31","CO10","H","2019-05","111.04","124.92"
"TEQ-51","CO5","H","2019-05","84.68","154.64"
"TEQ-51","CO2","H","2019-05","27.72","31.68"
"TEQ-61","CO3","H","2019-05","0.00","0.00"
"TEQ-22","CO5","H","2019-05","49.20","54.36"
"TEQ-44","CO2","H","2019-05","16.64","19.80"
"TEQ-20","CO10","H","2019-05","43.60","50.72"
"TEQ-13","CO3","H","2019-05","44.12","71.04"
"TEQ-66","CO10","H","2019-05","301.60","304.36"
"TEQ-13","CO10","H","2019-05","134.36","141.12"
"TEQ-46","CO10","H","2019-05","198.96","296.68"
"TEQ-11","CO4","H","2019-05","31.68","179.88"
"TEQ-72","CO4","H","2019-05","795.12","983.52"
"TEQ-21","CO3","H","2019-05","15.84","15.84"
"TEQ-29","CO2","H","2019-05","126.84","162.12"
"TEQ-68","CO3","H","2019-05","6173.96","7262.16"
"TEQ-44","CO3","H","2019-05","1123.56","1131.68"
"TEQ-66","CO3","H","2019-05","1905.76","2171.76"
"TEQ-18","CO2","H","2019-05","144.56","176.24"
"TEQ-18","CO10","H","2019-05","1550.08","1776.68"
"TEQ-74","CO3","H","2019-05","271.80","619.20"
"TEQ-79","CO3","H","2019-05","77.36","128.88"
"TEQ-48","CO4","H","2019-05","1474.72","1803.60"
"TEQ-58","CO4","MIN","2019-05","19.80","23.76"
"TEQ-11","CO10","H","2019-05","121.20","283.96"
"TEQ-55","CO8","H","2019-05","0.00","39.60"
"TEQ-76","CO3","H","2019-05","253.44","447.48"
"TEQ-13","CO4","H","2019-05","35.64","176.24"
"TEQ-11","CO8","H","2019-05","5.96","1269.32"
"TEQ-49","CO2","H","2019-05","27.72","37.64"
"TEQ-46","CO8","H","2019-05","18.24","910.80"
"TEQ-45","CO4","H","2019-05","257.08","467.36"
"TEQ-10","CO4","H","2019-05","31.68","142.60"
"TEQ-28","CO4","H","2019-05","261.92","512.84"
"TEQ-74","CO4","H","2019-05","290.36","384.16"
"TEQ-2","CO5","H","2019-05","0.00","7.92"
"TEQ-50","CO9","H","2019-05","0.00","3.96"
"TEQ-7","CO2","H","2019-05","113.76","122.84"
"","CO9","H","2019-05","65.76","101.40"
"TEQ-50","CO2","H","2019-05","11.52","18.28"
"TEQ-55","CO4","H","2019-05","3.96","7.92"
"TEQ-70","CO8","H","2019-05","0.00","158.40"
"TEQ-47","CO10","","2019-05","0.00","0.00"
"TEQ-24","CO2","H","2019-05","10.32","37.84"
"TEQ-17","CO5","H","2019-05","2.00","2.00"
"","CO2","H","2019-05","27.76","39.64"
"TEQ-28","CO4","MIN","2019-05","253.44","297.00"
"TEQ-28","CO10","MIN","2019-05","415.80","467.28"
"TEQ-13","CO10","MIN","2019-05","201.96","269.28"
"TEQ-18","CO4","MIN","2019-05","364.32","411.84"
"TEQ-45","CO4","MIN","2019-05","201.96","241.56"
"TEQ-74","CO4","MIN","2019-05","182.16","221.76"
"TEQ-18","CO10","MIN","2019-05","447.48","974.16"
"","CO3","H","2019-05","3845.32","6975.92"
"TEQ-33","CO4","MIN","2019-05","35.64","55.44"
"TEQ-54","CO4","H","2019-05","83.16","134.64"
"TEQ-54","CO4","MIN","2019-05","7.92","7.92"
"TEQ-43","CO4","MIN","2019-05","19.80","39.60"
"TEQ-43","CO4","H","2019-05","29.72","130.68"
"TEQ-50","CO5","H","2019-05","33.12","47.52"
"TEQ-34","CO4","H","2019-05","23.76","39.60"
"TEQ-79","CO4","H","2019-05","35.64","71.28"
"TEQ-33","CO4","H","2019-05","43.56","59.40"
"TEQ-45","CO3","H","2019-05","184.24","669.20"
"TEQ-28","CO3","MIN","2019-05","340.56","455.40"
"TEQ-74","CO3","MIN","2019-05","277.20","498.96"
"TEQ-64","CO10","MIN","2019-05","3.96","19.80"
"TEQ-11","CO3","H","2019-05","50.72","546.56"
"TEQ-18","CO3","MIN","2019-05","308.88","875.16"
"TEQ-13","CO3","MIN","2019-05","47.52","87.12"
"TEQ-18","CO3","H","2019-05","1594.36","3193.44"
"TEQ-45","CO3","MIN","2019-05","186.12","277.20"
"TEQ-18","CO8","H","2019-05","0.00","122.76"
"TEQ-74","CO10","MIN","2019-05","475.20","669.24"
"TEQ-79","CO10","MIN","2019-05","15.84","19.80"
"TEQ-32","CO3","MIN","2019-05","55.44","138.60"
"TEQ-10","CO10","MIN","2019-05","67.32","110.88"
"TEQ-28","CO3","H","2019-05","231.32","652.76"
"TEQ-79","CO5","MIN","2019-05","7.92","11.88"
"TEQ-8","CO3","H","2019-05","3.96","166.32"
"TEQ-32","CO10","MIN","2019-05","95.04","130.68"
"TEQ-54","CO3","H","2019-05","0.40","105.72"
"TEQ-33","CO3","MIN","2019-05","43.56","51.48"
"TEQ-33","CO3","H","2019-05","7.92","23.76"
"TEQ-25","CO3","H","2019-05","11.52","449.08"
"TEQ-41","CO3","H","2019-05","43.96","110.88"
"TEQ-18","CO5","MIN","2019-05","55.44","59.40"
"TEQ-43","CO3","H","2019-05","105.44","616.64"
"TEQ-1","CO3","MIN","2019-05","27.72","43.56"
"TEQ-1","CO3","H","2019-05","3.96","7.92"
"TEQ-45","CO10","MIN","2019-05","91.08","114.84"
"TEQ-71","CO10","MIN","2019-05","7.92","39.60"
"TEQ-70","CO3","H","2019-05","1388.44","1853.76"
"TEQ-43","CO3","MIN","2019-05","83.16","95.04"
"TEQ-43","CO10","MIN","2019-05","79.20","99.00"
"TEQ-70","CO3","MIN","2019-05","43.56","47.52"
"TEQ-74","CO5","MIN","2019-05","35.64","39.60"
"TEQ-54","CO5","MIN","2019-05","0.00","3.96"
"TEQ-30","CO10","H","2019-05","0.00","3.96"
"TEQ-34","CO3","MIN","2019-05","7.92","23.76"
"TEQ-34","CO3","H","2019-05","24.16","29.76"
"TEQ-68","CO4","H","2019-05","649.76","829.84"
"TEQ-44","CO10","H","2019-05","99.72","107.64"
"TEQ-49","CO4","H","2019-05","499.32","826.72"
"","CO4","MIN","2019-05","79.20","91.08"
"TEQ-34","CO8","H","2019-05","0.00","47.52"
"TEQ-46","CO10","MIN","2019-05","3.96","15.84"
"TEQ-30","CO3","H","2019-05","0.00","19.80"
"TEQ-28","CO8","H","2019-05","0.00","63.36"
"TEQ-33","CO10","MIN","2019-05","43.56","79.20"
"TEQ-41","CO3","MIN","2019-05","3.96","7.92"
"TEQ-10","CO3","H","2019-05","30.08","239.72"
"TEQ-71","CO8","H","2019-05","0.00","35.64"
"TEQ-25","CO3","MIN","2019-05","0.00","7.92"
"TEQ-25","CO10","MIN","2019-05","0.00","3.96"
"TEQ-45","CO5","H","2019-05","10.72","14.68"
"TEQ-32","CO3","H","2019-05","19.80","39.60"
"TEQ-73","CO3","H","2019-05","1313.84","2047.72"
"TEQ-46","CO3","MIN","2019-05","15.84","19.80"
"TEQ-19","CO10","MIN","2019-05","130.68","134.64"
"TEQ-11","CO10","MIN","2019-05","63.36","67.32"
"TEQ-28","CO10","H","2019-05","602.80","633.72"
"TEQ-51","CO10","MIN","2019-05","0.00","3.96"
"TEQ-30","CO10","MIN","2019-05","19.80","31.68"
"TEQ-76","CO3","MIN","2019-05","7.92","15.84"
"TEQ-46","CO4","MIN","2019-05","0.00","3.96"
"TEQ-41","CO10","MIN","2019-05","19.80","31.68"
"TEQ-73","CO4","MIN","2019-05","15.84","19.80"
"","CO5","H","2019-05","357.60","645.04"
"TEQ-72","CO2","H","2019-05","174.64","186.52"
"TEQ-38","CO10","H","2019-05","1.20","5.16"
"TEQ-43","CO10","H","2019-05","55.32","84.28"
"TEQ-70","CO10","H","2019-05","381.64","401.44"
"TEQ-42","CO10","H","2019-05","55.96","59.88"
"TEQ-68","CO10","H","2019-05","3098.32","3186.32"
"TEQ-74","CO10","H","2019-05","589.08","645.52"
"TEQ-72","CO3","H","2019-05","7642.56","8761.32"
"TEQ-48","CO3","H","2019-05","6732.00","7557.12"
"TEQ-66","CO4","H","2019-05","115.72","190.56"
"TEQ-66","CO2","H","2019-05","75.24","75.24"
"TEQ-72","CO10","H","2019-05","2267.96","2322.96"
"TEQ-48","CO10","H","2019-05","1663.96","1722.40"
"TEQ-79","CO5","H","2019-05","14.32","13.56"
"TEQ-68","CO2","H","2019-05","43.56","43.56"
"TEQ-73","CO10","H","2019-05","495.36","672.80"
"TEQ-35","CO10","H","2019-05","61.44","68.96"
"TEQ-72","CO5","H","2019-05","622.44","873.60"
"TEQ-38","CO3","H","2019-05","107.32","273.28"
"TEQ-79","CO10","H","2019-05","35.88","48.24"
"TEQ-54","CO10","H","2019-05","15.84","15.84"
"TEQ-18","CO5","H","2019-05","135.88","222.00"
"TEQ-42","CO3","H","2019-05","39.60","49.20"
"TEQ-68","CO5","H","2019-05","762.72","984.64"
"TEQ-13","CO4","MIN","2019-05","15.84","43.56"
"TEQ-25","CO2","H","2019-05","67.32","71.28"
"TEQ-70","CO9","H","2019-05","5.96","21.80"
"TEQ-68","CO9","H","2019-05","0.40","4.36"
"TEQ-48","CO5","H","2019-05","282.56","343.08"
"TEQ-46","CO5","H","2019-05","71.28","71.28"
"TEQ-69","CO5","H","2019-05","16.00","16.00"
"TEQ-66","CO5","H","2019-05","229.48","288.40"
"TEQ-49","CO5","H","2019-05","426.72","602.76"
"TEQ-73","CO5","H","2019-05","276.32","403.88"
"TEQ-69","CO3","H","2019-05","22.00","22.00"
"TEQ-70","CO2","H","2019-05","4.36","8.32"
"TEQ-34","CO10","H","2019-05","2.00","2.00"
"TEQ-45","CO10","H","2019-05","80.72","120.72"
"TEQ-10","CO10","H","2019-05","39.32","43.28"
"TEQ-70","CO7","H","2019-05","0.00","0.00"
"TEQ-33","CO10","H","2019-05","4.00","4.00"
"TEQ-64","CO10","H","2019-05","5.60","5.60"
"TEQ-25","CO10","H","2019-05","9.16","9.16"
"TEQ-34","CO4","MIN","2019-05","23.76","35.64"
"TEQ-35","CO3","H","2019-05","14.40","14.40"
"TEQ-48","CO9","H","2019-05","0.40","8.72"
"TEQ-69","CO10","H","2019-05","14.00","14.00"
"TEQ-11","CO4","MIN","2019-05","7.92","11.88"
"TEQ-38","CO4","H","2019-05","0.00","7.92"
"TEQ-71","CO4","H","2019-05","3.96","3.96"
"TEQ-10","CO4","MIN","2019-05","27.72","31.68"
"TEQ-71","CO4","MIN","2019-05","35.64","39.60"
"TEQ-79","CO4","MIN","2019-05","3.96","11.88"
"TEQ-1","CO4","MIN","2019-05","0.00","3.96"
"TEQ-70","CO4","MIN","2019-05","0.00","7.92"
"TEQ-41","CO4","MIN","2019-05","11.88","15.84"
"","CO8","H","2019-05","3.96","3.96"
"TEQ-32","CO5","H","2019-05","4.00","4.00"
"TEQ-41","CO10","H","2019-05","3.20","3.20"
"TEQ-64","CO3","H","2019-05","3.20","37.04"
"TEQ-10","CO5","H","2019-05","3.20","11.12"
"TEQ-68","CO8","H","2019-05","0.00","146.52"
"TEQ-48","CO8","H","2019-05","0.00","154.44"
"TEQ-32","CO10","H","2019-05","5.60","5.60"
"TEQ-63","CO10","H","2019-05","5.60","5.60"
"TEQ-47","CO9","H","2019-05","0.00","19.80"
"TEQ-68","CO6","H","2019-05","0.00","4.36"
"TEQ-73","CO9","H","2019-05","3.96","33.68"
"TEQ-73","CO2","H","2019-05","35.64","39.60"
"TEQ-3","CO4","H","2019-05","3.96","3.96"
"TEQ-30","CO4","MIN","2019-05","0.00","7.92"
"TEQ-45","CO9","H","2019-05","3.96","3.96"
"TEQ-41","CO4","H","2019-05","0.00","2.00"
"TEQ-3","CO4","MIN","2019-05","0.00","3.96"
"TEQ-63","CO4","H","2019-05","0.00","55.44"
"TEQ-43","CO2","H","2019-05","55.44","55.44"
"TEQ-30","CO2","H","2019-05","9.12","9.12"
"TEQ-18","CO9","H","2019-05","7.92","11.88"
"TEQ-45","CO2","H","2019-05","68.64","72.08"
"","CO10","MIN","2019-05","83.16","83.16"
"TEQ-35","CO2","H","2019-05","7.92","7.92"
"TEQ-64","CO4","H","2019-05","23.76","63.36"
"TEQ-30","CO9","H","2019-05","0.48","3.96"
"TEQ-10","CO2","H","2019-05","19.80","19.80"
"TEQ-28","CO2","H","2019-05","19.80","19.80"
"TEQ-44","CO5","H","2019-05","17.84","27.72"
"TEQ-49","CO9","H","2019-05","0.80","12.72"
"TEQ-74","CO5","H","2019-05","3.96","11.88"
"TEQ-6","CO4","MIN","2019-05","7.92","7.92"
"TEQ-72","CO9","H","2019-05","0.40","4.36"
"TEQ-48","CO2","H","2019-05","5.96","15.84"
"TEQ-64","CO2","H","2019-05","3.96","3.96"
"TEQ-41","CO2","H","2019-05","2.00","2.00"
"TEQ-31","CO2","H","2019-05","3.96","21.12"
"TEQ-31","CO9","H","2019-05","0.00","15.84"
"TEQ-29","CO9","H","2019-05","2.00","29.72"
"TEQ-49","CO8","H","2019-05","0.00","67.32"
"TEQ-73","CO8","H","2019-05","3.96","122.76"
"TEQ-29","CO3","MIN","2019-05","0.00","3.96"
"TEQ-20","CO2","H","2019-05","2.80","3.60"
"TEQ-25","CO4","H","2019-05","3.96","43.56"
"TEQ-21","CO10","H","2019-05","3.96","3.96"
"TEQ-76","CO9","H","2019-05","0.40","0.40"
"TEQ-10","CO6","H","2019-05","118.80","124.84"
"TEQ-74","CO2","H","2019-05","3.96","3.96"
"TEQ-76","CO4","H","2019-05","11.88","15.84"
"TEQ-74","CO6","H","2019-05","7.92","9.12"
"TEQ-43","CO6","H","2019-05","16.24","19.80"
"TEQ-64","CO6","H","2019-05","7.92","15.84"
"TEQ-50","CO3","MIN","2019-05","5.16","7.92"
"TEQ-11","CO9","H","2019-05","0.00","11.88"
"TEQ-6","CO9","H","2019-05","3.96","35.64"
"TEQ-23","CO4","H","2019-05","0.00","7.92"
"TEQ-63","CO2","H","2019-05","0.00","2.40"
"TEQ-77","CO9","H","2019-05","3.96","3.96"
"TEQ-22","CO9","H","2019-05","0.00","0.00"
"TEQ-58","CO4","H","2019-05","7.92","27.72"
"TEQ-23","CO3","H","2019-05","0.40","87.16"
"TEQ-28","CO5","H","2019-05","0.00","3.96"
"TEQ-18","CO6","H","2019-05","12.68","36.44"
"TEQ-38","CO10","MIN","2019-05","31.68","31.68"
"TEQ-41","CO5","MIN","2019-05","15.84","15.84"
"TEQ-19","CO5","MIN","2019-05","67.32","67.32"
"TEQ-25","CO5","MIN","2019-05","19.80","19.80"
"TEQ-25","CO4","MIN","2019-05","19.80","19.80"
"TEQ-34","CO5","MIN","2019-05","11.88","11.88"
"TEQ-28","CO5","MIN","2019-05","35.64","35.64"
"TEQ-33","CO5","MIN","2019-05","23.76","23.76"
"TEQ-23","CO10","MIN","2019-05","7.92","7.92"
"TEQ-70","CO10","MIN","2019-05","35.64","35.64"
"TEQ-35","CO5","MIN","2019-05","19.80","19.80"
"TEQ-13","CO5","MIN","2019-05","7.92","7.92"
"TEQ-32","CO5","MIN","2019-05","15.84","15.84"
"TEQ-79","CO3","MIN","2019-05","7.92","7.92"
"TEQ-45","CO2","MIN","2019-05","19.80","19.80"
"TEQ-10","CO3","MIN","2019-05","23.76","23.76"
"TEQ-73","CO10","MIN","2019-05","3.96","3.96"
"TEQ-45","CO5","MIN","2019-05","83.16","83.16"
"TEQ-64","CO4","MIN","2019-05","3.96","3.96"
"TEQ-63","CO4","MIN","2019-05","19.80","19.80"
"TEQ-74","CO9","H","2019-05","24.16","63.36"
"TEQ-12","CO2","H","2019-05","23.76","23.76"
"TEQ-45","CO6","H","2019-05","19.80","23.76"
"TEQ-13","CO2","H","2019-05","15.84","23.76"
"TEQ-51","CO5","MIN","2019-05","3.96","3.96"
"TEQ-43","CO2","MIN","2019-05","23.76","23.76"
"TEQ-1","CO10","MIN","2019-05","11.88","11.88"
"TEQ-19","CO4","MIN","2019-05","11.88","11.88"
"TEQ-41","CO2","MIN","2019-05","11.88","11.88"
"TEQ-66","CO10","MIN","2019-05","7.92","7.92"
"TEQ-64","CO9","H","2019-05","19.80","31.68"
"TEQ-32","CO4","MIN","2019-05","19.80","23.76"
"TEQ-51","CO4","MIN","2019-05","3.96","3.96"
"TEQ-11","CO6","H","2019-05","23.76","39.60"
"TEQ-34","CO10","MIN","2019-05","3.96","3.96"
"","CO6","H","2019-05","19.80","27.72"
"TEQ-7","CO3","MIN","2019-05","7.92","11.88"
"TEQ-8","CO3","MIN","2019-05","3.96","3.96"
"TEQ-14","CO4","MIN","2019-05","3.96","3.96"
"TEQ-51","CO3","MIN","2019-05","3.96","3.96"
"TEQ-58","CO3","H","2019-05","0.00","15.84"
"TEQ-37","CO9","H","2019-05","3.96","7.92"
"TEQ-38","CO4","MIN","2019-05","11.88","11.88"
"TEQ-28","CO8","MIN","2019-05","3.96","3.96"
"TEQ-10","CO5","MIN","2019-05","3.96","3.96"
"TEQ-30","CO5","MIN","2019-05","3.96","3.96"
"TEQ-51","CO9","H","2019-05","3.96","7.92"
"TEQ-20","CO4","MIN","2019-05","0.00","3.96"
"TEQ-66","CO9","H","2019-05","0.00","2.00"
"TEQ-16","CO10","H","2019-05","0.00","3.96"
"TEQ-12","CO9","H","2019-05","0.00","7.92"
"TEQ-47","CO2","MIN","2019-05","0.00","3.96"
"TEQ-7","CO2","MIN","2019-05","0.00","3.96"
"TEQ-58","CO5","H","2019-05","0.00","11.88"
"TEQ-7","CO4","MIN","2019-05","0.00","3.96"
"TEQ-25","CO9","H","2019-05","0.00","15.84"
"TEQ-63","CO3","H","2019-05","13.88","106.96"
"TEQ-24","CO9","H","2019-05","0.00","7.92"
"TEQ-28","CO9","H","2019-05","0.00","11.88"
"TEQ-28","CO6","H","2019-05","0.00","0.00"
"TEQ-10","CO9","H","2019-05","0.00","3.96"
"TEQ-35","CO4","H","2019-05","0.00","11.88"
"TEQ-73","CO6","H","2019-05","3.96","7.92"
"TEQ-8","CO4","H","2019-05","11.88","15.84"
"TEQ-37","CO2","MIN","2019-05","0.00","3.96"
"TEQ-30","CO4","H","2019-05","0.00","15.84"
"TEQ-30","CO6","H","2019-05","0.00","3.96"
"TEQ-34","CO6","H","2019-05","0.00","0.00"
"TEQ-33","CO5","H","2019-05","0.00","7.92"
"TEQ-70","CO6","H","2019-05","19.80","23.76"
"TEQ-49","CO6","H","2019-05","11.88","11.88"
"TEQ-66","CO6","H","2019-05","0.00","7.92"
"TEQ-48","CO6","H","2019-05","0.00","0.00"
"TEQ-46","CO6","H","2019-05","0.00","0.00"
"TEQ-72","CO6","H","2019-05","0.00","3.96"
"TEQ-68","CO7","H","2019-05","0.00","3.96"
"TEQ-21","CO4","H","2019-05","3.96","3.96"
"TEQ-26","CO3","H","2019-05","415.08","437.60"
"TEQ-27","CO3","H","2019-05","148.32","198.00"
"TEQ-59","CO3","H","2019-05","6.00","9.92"
"TEQ-32","CO4","H","2019-05","5.96","5.96"
"TEQ-66","CO3","H","2019-04","196.96","219.04"
"TEQ-48","CO5","H","2019-04","23.00","35.64"
"TEQ-73","CO5","H","2019-04","177.40","192.28"
"","CO4","H","2019-04","467.84","734.72"
"TEQ-68","CO4","H","2019-04","63.40","75.24"
"TEQ-7","CO2","H","2019-04","104.16","130.84"
"TEQ-29","CO2","H","2019-04","2953.40","2791.00"
"","CO10","H","2019-04","1068.80","2380.88"
"TEQ-51","CO3","H","2019-04","31.00","53.56"
"TEQ-31","CO3","H","2019-04","14.32","31.32"
"TEQ-37","CO3","H","2019-04","131.16","144.64"
